id,address,addressNumber,bikes,district,lat,lon,name,nearbyStations,slots,stationType,status,zip
1,001 - Río Sena-Río Balsas,S/N,26,CUA,19.4335714,-99.1678091,1 RIO SENA-RIO BALSAS,"3,8,85",1,"BIKE,TPV",OPN,6500.0
2,002 - Río Guadalquivir - Río Balsas,S/N,2,CUA,19.431386,-99.171695,2 RIO GUADALQUIVIR-RIO BALSAS,"1,5",10,BIKE,OPN,6500.0
3,003 - Reforma - Insurgentes,S/N,22,1,19.431655,-99.158668,3 REFORMA-INSURGENTES,"8,20,86",14,"BIKE,TPV",OPN,6500.0
4,004 - Río Nilo - Río Panuco,S/N,7,CUA,19.428309,-99.171713,4 RIO NILO-RIO PANUCO,"5,8,9,10",9,BIKE,OPN,6500.0
5,005 - Río Pánuco Río Tiber,S/N,6,CUA,19.42972,-99.169363,5 RIO PANUCO-RIO TIBER,"2,4,9,10",5,BIKE,OPN,6500.0
6,006 - Río Pánuco - Río Sena,S/N,9,CUA,19.430922,-99.166959,6 RIO PANUCO-RIO SENA,"1,3,5,10",5,BIKE,OPN,6500.0
7,007 - Río Elba - Río Lerma,S/N,1,CUA,19.425468,-99.175166,7 RIO ELBA-RIO LERMA,"13,14,21,28",21,BIKE,OPN,6500.0
8,008 - Reforma - General Prim,S/N,1,TAB,19.431141,-99.158317,8 REFORMA-GENERAL PRIM,"3,20,86",11,BIKE,OPN,6500.0
9,009 - Río Guadalquivir - Río Lerma,S/N,0,CUA,19.428009,-99.169918,9 RIO GUADALQUIVIR-RIO LERMA,"4,5,8,16",24,BIKE,OPN,6500.0
10,010 - Reforma - Ramírez,S/N,21,TAB,19.433321,-99.154752,10 REFORMA-RAMIREZ,26,15,"BIKE,TPV",OPN,6500.0
11,011 - Río Amazonas - Rio Lerma,S/N,9,CUA,19.430992,-99.163593,11 RIO AMAZONAS-RIO LERMA,"3,12,19",6,BIKE,OPN,6500.0
12,012 - Río Lerma - Villalongin,S/N,14,1,19.432313,-99.161597,12 RIO LERMA-VILLALONGIN,"11,19,20,85",1,BIKE,OPN,6500.0
13,013 - Reforma - Rio Mississippi,S/N,0,1,19.42502,-99.17231,13 REFORMA-RIO MISSISSIPPI,"7,14,21",30,"BIKE,TPV",OPN,6500.0
14,014 - Reforma - Rio de Plata,S/N,0,CUA,19.424768,-99.173261,14 REFORMA-RIO DE PLATA,"13,21,22,28",35,BIKE,OPN,6500.0
15,015 - Reforma - Rio Mississippi,S/N,0,CUA,19.425477,-99.171567,15 REFORMA-RIO MISSISSIPPI,"14,16,22,23",22,"BIKE,TPV",OPN,6500.0
16,016 - Reforma - Rio Tiber,S/N,1,1,19.427226,-99.168242,16 REFORMA-RÍO TIBER,"9,23,24",32,BIKE,OPN,6500.0
17,017 - Reforma - Rio Tiber,S/N,12,1,19.427501,-99.167125,17 REFORMA-RIO TIBER,"16,18,25",15,"BIKE,TPV",OPN,6500.0
18,018 - Reforma - Río Rhin,S/N,1,CUA,19.42888,-99.164176,18 REFORMA-RIO RHIN,"17,25",33,"BIKE,TPV",OPN,6500.0
19,019 - Reforma - Río Rhin,S/N,0,1,19.429241,-99.163377,19 REFORMA-RIO RHIN,"12,20,27",24,"BIKE,TPV",OPN,6500.0
20,020 - Reforma- Rio Tamesis,S/N,5,CUA,19.430964,-99.160206,20 REFORMA-RIO TAMESIS,"12,19,27",18,BIKE,OPN,6500.0
21,021 - Reforma - Dublin,S/N,0,1,19.42472,-99.17206,21 REFORMA-DUBLIN,"7,13,14,28",22,"BIKE,TPV",OPN,6500.0
22,022 - Reforma - Manchester,S/N,2,JUA,19.424375,-99.172575,22 REFORMA-MANCHESTER,"14,15,23,28",32,"BIKE,TPV",OPN,6500.0
23,023 - Reforma - Praga,S/N,0,JUA,19.42517,-99.17105,23 REFORMA-PRAGA,"15,16,22",36,BIKE,OPN,6500.0
24,024 - Reforma- Varsovia,S/N,1,JUA,19.42647,-99.16822,24 REFORMA-VARSOVIA,"16,23",26,"BIKE,TPV",OPN,6500.0
25,025 - Reforma - Estocolmo,S/N,8,JUA,19.427317,-99.166662,25 REFORMA-ESTOCOLMO,"17,18",19,BIKE,OPN,6500.0
26,026 - Reforma - Versalles,S/N,1,JUA,19.432685,-99.154726,26 REFORMA-VERSALLES,10,17,"BIKE,TPV",OPN,6500.0
27,027 - Reforma- Havre,S/N,1,JUA,19.429115,-99.162614,27 REFORMA-HAVRE,"19,26,31",35,"BIKE,TPV",OPN,6500.0
28,028 - Toledo- Tokio,S/N,25,JUA,19.423542,-99.172494,28 TOLEDO-TOKIO,"14,21,22",2,BIKE,OPN,6500.0
29,029 - Reforma - Bucareli,S/N,18,CEN,19.434913,-99.149939,29 REFORMA-BUCARELI,41,18,"BIKE,TPV",OPN,6500.0
30,030 - Hamburgo - Genova,S/N,0,JUA,19.426442,-99.164323,30 HAMBURGO-GENOVA,"26,34,35",36,"BIKE,TPV",CLS,6500.0
31,031 - Hamburgo - Insurgentes,S/N,1,JUA,19.427838,-99.161193,31 HAMBURGO-INSURGENTES,"19,27",34,BIKE,OPN,6500.0
32,032 - Londres - Sevilla,S/N,20,JUA,19.422705,-99.169922,32 LONDRES-SEVILLA,"22,38,39",13,BIKE,OPN,6500.0
33,033 - Londres - Florencia,S/N,5,JUA,19.424234,-99.166431,E33 LONDRES-FLORENCIA,"34,35,449",19,ELECTRIC_BIKE,OPN,6500.0
34,034 - Liverpool - Genova,S/N,14,JUA,19.424725,-99.163331,34 LIVERPOOL-GENOVA,"33,35",22,BIKE,OPN,5600.0
35,035 - Liverpool - Genova,S/N,25,JUA,19.424674,-99.163292,35 LIVERPOOL-GENOVA,"34,40",11,"BIKE,TPV",OPN,6500.0
36,036 - Puebla - Veracruz,S/N,0,1,19.419725,-99.175778,36 PUEBLA-VERACRUZ,"37,41,44",33,"BIKE,TPV",OPN,6140.0
37,037 - Guadalajara - Puebla,S/N,16,R-N,19.420419,-99.172676,37 GUADALAJARA-PUEBLA,"28,38,45",4,BIKE,OPN,6700.0
38,038 - Cozumel - PUEBLA,S/N,35,R-N,19.420801,-99.171407,38 COZUMEL-PUEBLA,"28,32,37",1,BIKE,OPN,6700.0
39,039 - Medellin - Chapultepec,S/N,4,R-N,19.422484,-99.167153,39 MEDELLIN-CHAPULTEPEC,"33,42,48",16,BIKE,OPN,6700.0
40,040 - Oaxaca - Puebla,S/N,1,R-N,19.42223,-99.164297,40 OAXACA-PUEBLA,"35,42",23,BIKE,OPN,6700.0
41,041 - Reforma - Av. de la República,S/N,0,1,19.435637,-99.150137,41 REFORMA-AV. DE LA REPUBLICA,29,33,"BIKE,TPV",OPN,6700.0
42,042 - Sinaloa - Valladolid,S/N,1,R-N,19.420472,-99.168238,42 SINALOA-VALLADOLID,"39,47,48,51",23,BIKE,OPN,6700.0
43,043 - Revillagigedo - Juárez,S/N,0,CEN,19.435228,-99.146063,43 JUAREZ-REVILLAGIGEDO,"52,82",33,"BIKE,TPV",OPN,6700.0
44,044 - Durango - Veracruz,S/N,11,R-N,19.418057,-99.174761,44 DURANGO-VERACRUZ,"36,41,49,50",14,BIKE,OPN,6140.0
45,045 - Durango - Sonora,S/N,2,R-N,19.418649,-99.172127,45 DURANGO-SONORA,"37,38,41",33,"BIKE,TPV",OPN,6700.0
46,046 - Durango - Salamanca,S/N,0,R-N,19.419214,-99.169732,46 DURANGO-SALAMANCA,"42,45,51,54",36,BIKE,CLS,6700.0
47,047 - Glorieta Cibeles - Oaxaca,S/N,10,1,19.419515,-99.166299,47 GLORIETA CIBELES-OAXACA,"42,51,56",9,"BIKE,TPV",OPN,6700.0
48,048 - Independencia - Azueta,S/N,4,CEN,19.433686,-99.146557,48 INDEPENDENCIA-AZUETA,"43,82",8,BIKE,OPN,6700.0
49,049 - Mazatlán - Juan de la Barrera,S/N,7,CON,19.416712,-99.175704,49 MAZATLAN-JUAN DE LA BARRERA,"41,44,50,60",29,BIKE,OPN,6140.0
50,050 - Cuernavaca - Veracruz,S/N,3,CON,19.416938,-99.173648,50 CUERNAVACA-VERACRUZ,"44,49,57,58",24,BIKE,OPN,6140.0
51,051 - Colima - Oaxaca,S/N,22,R-N,19.417995,-99.168248,51 COLIMA-OAXACA,"47,55,58",4,BIKE,OPN,6700.0
52,052 - Dolores - Juárez,S/N,14,CEN,19.436236,-99.142039,52 HIDALGO-TRUJANO,43,7,"BIKE,TPV",OPN,6140.0
53,053 - Fernando Montes de Oca - Tula,S/N,8,CON,19.414773,-99.178433,53 FERNANDO MONTES DE OCA-TULA,"52,60,65,66",7,BIKE,OPN,6140.0
54,054 - Parque España - Sonora,S/N,2,CON,19.416215,-99.170825,54 PARQUE ESPAÑA-SONORA,"50,51,58,63",34,"BIKE,TPV",OPN,6700.0
55,055 - 5 de Mayo - Bolívar,S/N,7,1,19.434356,-99.138064,55 5 DE MAYO-BOLIVAR,"65,87,88",8,"BIKE,TPV",OPN,6700.0
56,056 - Alvaro Obregón - Medellin,S/N,9,R-N,19.416959,-99.165702,56 ALVARO OBREGON-MEDELLIN,"47,51,55,59",26,BIKE,OPN,6700.0
57,057 - Cuernavaca - Juan Escutia,S/N,4,1,19.414903,-99.17495,57 CUERNAVACA-JUAN ESCUTIA,"48,49,50,62",8,BIKE,OPN,6140.0
58,058 - Parque España - Juan de la Barrera,S/N,7,CON,19.41568,-99.171793,58 PARQUE ESPAÑA-JUAN DE LA BARRERA,"50,54,61,63",20,BIKE,OPN,6140.0
59,059 - Popocatépetl - Amsterdam,S/N,20,HIP,19.415121,-99.166661,59 POPOCATEPETL-AMSTERDAM,"55,56,61,64",16,BIKE,OPN,6100.0
60,060 - Mazatlán - Fernando Montes de Oca,S/N,8,CON,19.414191,-99.177123,60 MAZATLAN-FERNANDO MONTES DE OCA,"23,52,62,66",28,BIKE,OPN,6140.0
61,061 - Avenida México - Sonora,S/N,12,HIP,19.413742,-99.169525,61 AVENIDA MEXICO-SONORA,"59,63,64,70",23,"BIKE,TPV",OPN,6100.0
62,062 - Fernando Montes de Oca - Amatlan,S/N,8,CON,19.413322,-99.175202,62 FERNANDO MONTES DE OCA-AMATLAN,"67,71,74",10,BIKE,OPN,6140.0
63,063 - Nuevo León - Laredo,S/N,3,1,19.413681,-99.171531,63 NUEVO LEON- LAREDO,"70,76,77",33,"BIKE,TPV",OPN,6100.0
64,064 - Sonora - Amsterdam,S/N,10,HIP,19.412877,-99.166986,64 SONORA-AMSTERDAM,"59,61,69",25,BIKE,OPN,6100.0
65,065 - Marconi - Tacuba,S/N,14,CEN,19.436142,-99.139906,65 MARCONI-TACUBA,"52,55",4,"BIKE,TPV",OPN,6170.0
66,066 - Mazatlán - Francisco Marquez,S/N,1,1,19.411402,-99.178666,66 MAZATLAN-FRANCISCO MARQUEZ,"65,72",26,BIKE,OPN,6170.0
67,067 - Vicente Suárez - Michoacan,S/N,16,CON,19.411797,-99.17588,67 VICENTE SUAREZ-MICHOACAN,"62,66,68",7,BIKE,OPN,6170.0
68,068 - Tamaulipas - Michoacan,S/N,1,CON,19.411556,-99.17406,68 TAMAULIPAS-MICHOACAN,"67,71,74",29,"BIKE,TPV",OPN,6170.0
69,069 - Michoacán - Amsterdam,S/N,8,HIP,19.410733,-99.168111,69 MICHOACAN-AMSTERDAM,"70,76,77",13,BIKE,OPN,6100.0
70,070 - Parque México - Michoacan,S/N,10,1,19.411272,-99.169718,70 PARQUE MEXICO-MICHOACAN,"69,71,76",25,"BIKE,TPV",OPN,6100.0
71,071 - Amsterdam - Michoacan,S/N,5,HIP,19.411423,-99.171351,71 AMSTERDAM-MICHOACAN,"70,74,76",30,BIKE,OPN,6100.0
72,072 - Mazatlán - Alfonso Reyes,S/N,2,1,19.409893,-99.179544,72 MAZATLAN-ALFONSO REYES,"65,66,75",23,BIKE,OPN,6170.0
73,073 - Campeche - Tamaulipas,S/N,0,H-C,19.410245,-99.175612,73 CAMPECHE-TAMAULIPAS,"67,68,75",36,BIKE,OPN,6170.0
74,074 - Nuevo León - Ozulama,S/N,3,1,19.410343,-99.172831,74 NUEVO LEON-OZULAMA,"63,68,71",24,BIKE,OPN,6100.0
75,075 - Alfonso Reyes - Atlixco,S/N,2,H-C,19.408722,-99.17669,75 ALFONSO REYES-ATLIXCO,"73,77,78",12,BIKE,OPN,6170.0
76,076 - Chilpancingo - Campeche,S/N,9,HIP,19.408736,-99.169913,76 CHILPANCINGO-CAMPECHE,"70,71,74",11,BIKE,OPN,6100.0
77,077 - Choapan - Tamaulipas,S/N,4,HIP,19.406765,-99.178321,77 CHOAPAN-TAMAULIPAS,"78,82",10,BIKE,OPN,6100.0
78,078 - Benjamín Hill - Tamaulipas,S/N,5,HIP,19.407503,-99.177382,78 BENJAMIN HILL-TAMAULIPAS,"77,82",29,"BIKE,TPV",OPN,6170.0
79,079 - Saltillo - Alfonso Reyes,S/N,7,HIP,19.407534,-99.174427,79 SALTILLO-ALFONSO REYES,"75,80,83",20,BIKE,OPN,6100.0
80,080 - Nuevo León - Aguascalientes,S/N,7,HIP,19.407307,-99.172118,80 NUEVO LEON-AGUASCALIENTES,"79,83,84",28,BIKE,OPN,6100.0
81,081 - Aguascalientes - Insurgentes,S/N,8,HIP,19.408006,-99.168475,81 AGUASCALIENTES-INSURGENTES,"76,84",18,BIKE,OPN,6100.0
82,082 - Independencia - Marroquí,S/N,0,CEN,19.433115,-99.143686,82 INDEPENDENCIA-MARROQUI,"43,48",12,"BIKE,TPV",OPN,6100.0
83,083 - Nuevo León - Alfonso Reyes,S/N,0,HIP,19.406296,-99.172117,83 NUEVO LEON-ALFONSO REYES,"79,80",15,"BIKE,TPV",OPN,6100.0
84,084 - Chilpancingo - Tlaxcala,S/N,19,HIP,19.40702,-99.169587,84 CHILPANCINGO-TLAXCALA,"81,83",0,BIKE,OPN,6100.0
85,085 - Rosas Moreno - Sullivan,S/N,1,S-R,19.43425,-99.162508,85 ROSAS MORENO-SULLIVAN,"1,3,12",12,BIKE,OPN,6470.0
86,086 - Sullivan-Insurgentes,S/N,9,1,19.432378,-99.159077,86 SULLIVAN-INSURGENTES,"12,20",12,"BIKE,TPV",OPN,6470.0
87,087 - Gante - Venustiano Carranza,S/N,4,CEN,19.43182,-99.13974,87 GANTE-VENUSTIANO CARRANZA,"88,95,96",19,"BIKE,TPV",OPN,
88,088 - 2a Cerrada de 5 de Mayo - Palma,S/N,4,1,19.433815,-99.135303,88 2A CDA 5 DE MAYO-PALMA,"55,89",10,BIKE,OPN,
89,089 - República de Guatemala - Monte de Piedad,S/N,6,CEN,19.434946,-99.133989,89 REPUBLICA DE GUATEMALA-MONTE DE PIEDAD,"88,90",5,"BIKE,TPV",OPN,
90,090 - José María Pino Suárez - Corregidora,S/N,8,CEN,19.431698,-99.132446,90 JOSE MARIA PINO SUAREZ-CORREGIDORA,"88,89",19,"BIKE,TPV",OPN,
91,091 - Republica de Cuba-Allende,S/N,5,CEN,19.4374,-99.137571,91 REPUBLICA DE CUBA-ALLENDE,"90,92,93",14,BIKE,OPN,6500.0
92,092 - San Ildefonso-República de Argentina,S/N,0,CEN,19.436531,-99.131497,92 SAN ILDEFONSO-REPUBLICA DE ARGENTINA,"90,91,93",21,BIKE,OPN,6500.0
93,093 - Palma Norte-Republica de Cuba,S/N,3,CEN,19.436741,-99.134811,93 PALMA NORTE-REPUBLICA DE CUBA,"90,91,92",20,BIKE,OPN,6500.0
94,94 - Lic. Verdad-Moneda,S/N,17,CEN,19.433766,-99.130918,94 LIC. VERDAD-MONEDA,94,7,BIKE,OPN,
95,095 - 20 de Noviembre-Venustiano Carranza,S/N,3,CEN,19.430722,-99.133698,95 20 DE NOVIEMBRE-VENUSTIANO CARRANZA,"93,96,97",15,BIKE,OPN,6500.0
96,096 - López-Ayuntamiento,S/N,9,CEN,19.430625,-99.14248,96 LOPEZ-AYUNTAMIENTO,98,25,BIKE,OPN,6500.0
97,097 - Republica de Salvador-Pino Suarez,S/N,9,CEN,19.429189,-99.132759,97 REPUBLICA DE SALVADOR-PINO SUAREZ,"90,100",17,"BIKE,TPV",OPN,6500.0
98,098 - Emilio Dondé-Av. Balderas,S/N,0,CEN,19.430267,-99.14861,98 EMILIO DONDE-AV. BALDERAS,"107,108",35,BIKE,OPN,6500.0
99,99 - Ernesto Pugibet-Luis Moya,S/N,1,CEN,19.42995,-99.14591,99 ERNESTO PUGIBET-LUIS MOYA,"96,98,122",29,BIKE,OPN,
100,100 - 20 de Noviembre-Mesones,S/N,5,CEN,19.428485,-99.1338,100 20 DE NOVIEMBRE-MESONES,"95,97,101",18,BIKE,OPN,6500.0
101,1ER. CALLEJÓN DE MESONES - MESONES,S/N,2,CEN,19.428366,-99.135895,101 1ER. CALLEJÓN DE MESONES-MESONES,"100,104,105",19,BIKE,OPN,
102,102 - Echeveste-Bolivar,S/N,2,1,19.42821,-99.13949,102 ECHEVESTE-BOLIVAR,"101,104,109",13,BIKE,OPN,
103,103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,s/n,15,S-R,19.441669,-99.165217,103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,103,11,BIKE,OPN,
104,104 - San Jerónimo-Isabel la Católica,S/N,2,CUA,19.427059,-99.137116,104 SAN JERONIMO-ISABEL LA CATOLICA,"101,105,109",13,"BIKE,TPV",OPN,6500.0
105,105 - San Jerónimo-5 de Febrero,S/N,8,CEN,19.426755,-99.135014,105 SAN JERONIMO-5 DE FEBRERO,"101,104,106",16,BIKE,OPN,6500.0
106,106 - San Jerónimo-José María Pino Suarez,S/N,7,CEN,19.42649,-99.133537,106 SAN JERONIMO-JOSE MARIA PINO SUAREZ,"100,101,105",20,BIKE,OPN,6500.0
107,107 - Tolsa-Balderas,S/N,1,CEN,19.427329,-99.149971,107 TOLSA-BALDERAS,"98,108,122",35,BIKE,OPN,6500.0
108,108 - Tolsa-Balderas,S/N,0,CEN,19.427305,-99.149533,E108 TOLSA-BALDERAS,"33,98,107,260",24,ELECTRIC_BIKE,OPN,6500.0
109,109 - Nezahualcóyotl-Isabel la Católica,S/N,2,CEN,19.425311,-99.137421,109 NEZAHUALCOYOTL-ISABEL LA CATOLICA,"104,105,106",28,BIKE,OPN,6500.0
110,110 - Dr. Valenzuela-Dr. Río de la loza,S/N,3,1,19.42513,-99.14339,110 DR. VALENZUELA-DR. RÍO DE LA LOZA,"107,108,122",33,BIKE,OPN,
111,111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,S/N,2,1,19.4382369,-99.1659465,111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,"103,160,183",22,BIKE,OPN,
112,112 - Av. Morelos-Abraham González,S/N,4,1,19.432819,-99.151734,112 AV. MORELOS-ABRAHAM GONZALEZ,"98,113,114",18,BIKE,OPN,6500.0
113,113 - General Prim-Versalles,S/N,6,JUA,19.430369,-99.154419,113 GENERAL PRIM-VERSALLES,"114,116,119",15,BIKE,OPN,6500.0
114,114 - Lucerna-Abraham González,S/N,15,JUA,19.428989,-99.153618,114 LUCERNA-ABRAHAM GONZALEZ ,"113,116,119",9,BIKE,OPN,6500.0
115,115 - Roma-Dinamarca,S/N,22,JUA,19.429947,-99.159698,115 ROMA-DINAMARCA ,"116,117,118",3,BIKE,OPN,6500.0
116,116 - Londres-Roma,S/N,10,JUA,19.428985,-99.15664,116 LONDRES-ROMA,"115,118,199",12,BIKE,OPN,6500.0
117,117 - Londres-Napoles,S/N,9,JUA,19.427132,-99.160369,117 LONDRES-NAPOLES ,"116,118,120",24,BIKE,OPN,6500.0
118,118 - Liverpool-Dinamarca,S/N,15,JUA,19.427114,-99.158251,118 LIVERPOOL-DINAMARCA,"116,117,120",6,BIKE,OPN,6500.0
119,119 - Turín-Abraham González,S/N,7,JUA,19.42679,-99.15554,119 TURÍN-ABRAHAM GONZÁLEZ,"114,118,125",26,BIKE,OPN,
120,120 - Marsella-Nápoles,S/N,8,JUA,19.425437,-99.159458,120 MARSELLA-NAPOLES,"117,118,121",16,BIKE,OPN,6500.0
121,121 - Niza-Chapultepec,S/N,16,JUA,19.424137,-99.161317,121 NIZA-CHAPULTEPEC,"117,120,128",2,BIKE,OPN,6500.0
122,122 - José María Vértiz-Av. Dr. Río de la Loza,S/N,12,DOC,19.425502,-99.146337,122 JOSE MARIA VERTIZ-AV.DR. RIO DE LA LOZA,"99,108,110",18,BIKE,OPN,6500.0
123,123 - Claudio Bernard-Dr. Lavista,S/N,10,1,19.424161,-99.153117,123 CLAUDIO BERNARD-DR. LAVISTA,"124,125,133",20,BIKE,OPN,6500.0
124,124 - Claudio Bernard-Dr. Liceaga,S/N,2,DOC,19.422392,-99.150358,124 CLAUDIO BERNARD-DR. LICEAGA,"119,123,133",33,BIKE,OPN,6500.0
125,125 - Morelia-Circular de Morelia,S/N,2,R-N,19.424541,-99.156204,125 MORELIA-CIRCULAR DE MORELIA,"119,123,127",30,BIKE,OPN,6500.0
126,126 - Jalapa-Puebla,S/N,0,R-N,19.422288,-99.162138,126 JALAPA-PUEBLA,"121,128,129",36,BIKE,OPN,
127,127 -  Puebla-Merida,S/N,5,R-N,19.423318,-99.15833,127 PUEBLA-MERIDA,"125,128,130",24,BIKE,OPN,
