id,address,addressNumber,bikes,district,lat,lon,name,nearbyStations,slots,stationType,status,zip
249,249 - Shakespeare-Darwin,S/N,12,2,19.429877,-99.177569,249 SHAKESPEARE-DARWIN ,"248,250,251",6,BIKE,OPN,11510.0
250,250 - Darwin-Mariano Escobedo,S/N,13,1,19.429057,-99.17966,250 DARWIN-MARIANO ESCOBEDO ,"239,249,252",14,"BIKE,TPV",OPN,11510.0
251,251 - Goethe-Darwin,S/N,4,2,19.429261,-99.17538,251 GOETHE-DARWIN ,"248,249,252",14,BIKE,OPN,11510.0
252,252 - Víctor Hugo-Shakespeare,S/N,0,2,19.427575,-99.17702,252 VICTOR HUGO-SHAKESPEARE ,"249,251,253",18,BIKE,OPN,11510.0
253,253 - Dante-Tolstoi,S/N,10,1,19.425835,-99.177924,253 DANTE-TOLSTOI ,"195,252,261",11,"BIKE,TPV",OPN,11510.0
254,254 - Alfonso Herrera-Miguel Shultz,S/N,15,S-R,19.43935,-99.16007,254 ALFONSO HERRERA-MIGUEL SHULTZ ,"160,174,256",15,BIKE,OPN,
255,255-Jose Rosas Moreno-Guillermo Prieto,S/N,0,1,19.437159,-99.161808,255 JOSE ROSAS MORENO-GUILLERMO PRIETO ,"160,183,257",36,BIKE,OPN,
256,256 - Gómez Farías Sadi Carnot,S/N,5,S-R,19.4372,-99.15816,256 GÓMEZ FARÍAS-SADI CARNOT ,"254,259",22,BIKE,OPN,
257,257 - Manuel Maria Contreras-Villalongin,S/N,0,S-R,19.4338,-99.16622,E257 MANUEL MARIA CONTRERAS-VILLALONGIN ,"6,33,160,469",20,ELECTRIC_BIKE,OPN,
258,258 - Circuito Interior-Juan Escutia,S/N,12,CON,19.4167,-99.1791,258 CIRCUITO INTERIOR-JUAN ESCUTIA ,"36,49,53",18,BIKE,OPN,
259,259 - Tómas Alva Edison-Ponciano Arriaga,S/N,2,1,19.43757,-99.15468,259 TÓMAS ALVA EDISON-PONCIANO ARRIAGA ,256,22,BIKE,OPN,
260,260 - Av. Juárez-Balderas,S/N,10,CEN,19.435354,-99.147742,E260 AV JUAREZ-BALDERAS ,"29,33,41,108",11,ELECTRIC_BIKE,OPN,
261,261 Paseo de la Reforma-Río Mississippi,S/N,0,1,19.42495,-99.17246,261 PASEO DE LA REFORMA - RÍO MISSISSIPPI,"195,252,253",30,BIKE,OPN,
262,262 - Republica de Cuba-Republica de Brasil,S/N,2,CEN,19.43693,-99.13395,262 REPUBLICA DE CUBA-REPUBLICA DE BRASIL ,"91,92,93",30,"BIKE,TPV",OPN,
263,263 - Sadi Carnot - Gómez Farias,S/N,4,S-R,19.436274,-99.158425,263 SADI CARNOT-GÓMEZ FARIAS ,"85,86,256",26,"BIKE,TPV",OPN,
264,264 - H. Ferrocarrileros - Jesús Garcia ,S/N,6,1,19.440985,-99.152935,264 HÉROES FERROCARRILEROS-AV. CENTRAL,"266,268",30,BIKE,OPN,
265,265 - Jesús Garcia-Héroes Ferrocarrileros,S/N,1,1,19.440839,-99.152265,265 HÉROES FERROCARRILEROS-JESÚS GARCIA,"264,275",34,"BIKE,TPV",CLS,
266,266 - Av. Jesús Garcia -  Carlos J. Meneses,S/N,7,BUE,19.444031,-99.152187,266 AV. JESÚS GARCIA-CARLOS J. MENESES ,"267,268,269",29,"BIKE,TPV",OPN,
267,267 - Carlos J. Meneses - Av. jesús García,S/N,1,BUE,19.443735,-99.152203,267 AV. JESÜS GARCÏA-CARLOS J. MENESES,"176,266,271",35,BIKE,OPN,
268,268 Luis Donaldo Colosio - Av. Jesus Garcia,S/N,2,BUE,19.442467,-99.151658,268 LUIS DONALDO COLOSIO-AV.JESÚS GARCÍA ,"176,269,273",34,BIKE,OPN,
269,269 Luis Donaldo Colosio - Aldama,S/N,3,BUE,19.442448,-99.151586,269 LUIS DONALDO COLOSIO-ALDAMA ,"176,268,273",31,BIKE,OPN,
270,270 - De la Republica-Ponciano Arriaga,S/N,6,TAB,19.43676,-99.15387,270 DE LA REPUBLICA-PONCIANO ARRIAGA ,270,29,"BIKE,TPV",OPN,
271,271 Av. Jesús García - J. Meneses,S/N,9,1,19.443928,-99.152525,271 AV. CENTRAL-J. MENESES ,"266,267,272",26,BIKE,OPN,
272,271 Av. Jesus Garcia - J. Meneses,S/N,13,BUE,19.443556,-99.152556,272 AV. CENTRAL-J. MENESES ,"266,267,271",23,BIKE,OPN,
273,273 Luis Donaldo Colosio - Av. Jesus Garcia,S/N,3,1,19.442707,-99.152956,273 LUIS DONALDO COLOSIO-AV. CENTRAL,"176,268,274",33,BIKE,OPN,
274,274 Luis Donaldo Colosio - Av. Insurgentes Norte,S/N,15,BUE,19.442772,-99.153289,274 LUIS DONALDO COLOSIO-AV INSURGENTES NORTE ,"176,268,273",20,BIKE,OPN,
275,275 Héroes Ferrocarrileros - Av. Jesús García,S/N,1,BUE,19.441062,-99.153164,275 HÉROES FERROCARRILEROS-AV. INSURGENTES NORTE,264,33,BIKE,OPN,
276,276 - Anaxágoras-Obrero Mundial,S/N,2,NAR,19.401986,-99.156366,276 ANAXÁGORAS-OBRERO MUNDIAL,"277,280,281",27,BIKE,OPN,3020.0
277,277 - Ampliación Tonalá-Obrero Mundial,S/N,9,1,19.401807,-99.15909,277 AMPLIACIÓN TONALÁ-OBRERO MUNDIAL,"165,276,280",18,BIKE,OPN,3020.0
278,278 - Mier Y Pesado-Obrero Mundial,S/N,4,1,19.40071,-99.163831,278 MIER Y PESADO-OBRERO MUNDIAL,"164,279,282",17,BIKE,OPN,3103.0
279,279 - La Morena-Providencia,S/N,1,DVN,19.399908,-99.166553,279 LA MORENA-PROVIDENCIA,"164,278,282",27,BIKE,OPN,3103.0
280,280 - Anaxágoras-Obrero Mundial,S/N,17,NAR,19.4015,-99.156406,280 ANAXÁGORAS-OBRERO MUNDIAL,"276,277,281",19,"BIKE,TPV",OPN,3020.0
281,281 - Pitágoras-La Morena,S/N,5,NAR,19.398532,-99.157308,281 PITÁGORAS-LA MORENA,"276,280,295",25,BIKE,OPN,3020.0
282,282 - La Morena-Eje 2 Poniente Gabriel Mancera,S/N,12,DVN,19.398692,-99.161273,282 LA MORENA-EJE 2 PONIENTE GABRIEL MANCERA,"278,293,294",5,BIKE,OPN,3103.0
283,283 - Av. Coyoacán-Rafael Donde,S/N,5,1,19.39827,-99.167383,283 AV. COYOACÁN-RAFAEL DONDE,"279,292,293",16,BIKE,OPN,3103.0
284,284 - Dakota-Vermont,S/N,1,NAP,19.397693,-99.172981,284 DAKOTA-VERMONT,"289,290,291",32,BIKE,OPN,3810.0
285,285 - 12 De Octubre-Mineria,S/N,3,ESC,19.3997946,-99.1775178,285 12 DE OCTUBRE-MINERIA,"171,173,286",15,BIKE,OPN,11800.0
286,286 - 13 De Septiembre-Avenida Patriotismo,S/N,4,ESC,19.399201,-99.179943,286 13 DE SEPTIEMBRE-AVENIDA PATRIOTISMO,"171,285,287",17,BIKE,OPN,11800.0
287,287 - 13 De Septiembre-Puente De La Morena,S/N,3,ESC,19.398946,-99.183254,287 13 DE SEPTIEMBRE-PUENTE DE LA MORENA,"286,288,311",18,BIKE,OPN,11800.0
288,288 - 11 De Abril-Avenida 2,S/N,4,1,19.396333,-99.183575,288 11 DE ABRIL-AVENIDA 2,"287,310,311",14,BIKE,OPN,3800.0
289,289 - Chicago-Yosemite,S/N,11,NAP,19.397308,-99.174548,289 CHICAGO-YOSEMITE,"284,290,304",7,BIKE,OPN,3810.0
290,290 - Yosemite-Colorado,S/N,7,NAP,19.396333,-99.172667,290 YOSEMITE-COLORADO,"284,289,303",20,BIKE,OPN,3810.0
291,291 - Magdalena-División Del Norte,S/N,1,DVN,19.397651,-99.169946,291 MAGDALENA-DIVISIÓN DEL NORTE,"283,284,290",23,BIKE,OPN,3103.0
292,292 - Adolfo Prieto-Eje 4 Sur Xola,S/N,6,DVN,19.396917,-99.166264,292 ADOLFO PRIETO-EJE 4 SUR XOLA,"283,293,299",30,BIKE,OPN,3103.0
293,293 - Mier Y Pesado-Eje 4 Sur Xola,S/N,6,DVN,19.397373,-99.164598,293 MIER Y PESADO-EJE 4 SUR XOLA,"283,292,294",30,"BIKE,TPV",OPN,3103.0
294,294 - Nicolás San Juan-Eje 4 Sur Xola,S/N,0,NAR,19.396513,-99.160924,294 NICOLÁS SAN JUAN-EJE 4 SUR XOLA,"282,295,298",24,BIKE,OPN,3020.0
295,295 - Anaxágoras-Eje 4 Sur Xola,S/N,16,NAR,19.396328,-99.156871,295 ANAXÁGORAS-EJE 4 SUR XOLA,"281,296,297",20,"BIKE,TPV",OPN,3020.0
296,296 - Diagonal San Antonio-Enrique Rébsamen,S/N,2,NAR,19.394283,-99.158756,E296 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,"295,297,300",19,ELECTRIC_BIKE,OPN,3020.0
297,297 - Diagonal San Antonio-Enrique Rébsamen,S/N,1,NAR,19.394412,-99.158907,297 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,"295,296,320",30,BIKE,OPN,3020.0
298,298 - Romero De Terreros-Gabriel Mancera,S/N,7,DVN,19.394073,-99.16214,298 ROMERO DE TERREROS-GABRIEL MANCERA,"294,318,319",13,BIKE,OPN,3103.0
299,299 - Romero De Terreros-Mier Y Pesado,S/N,3,DVN,19.394601,-99.165054,299 ROMERO DE TERREROS-MIER Y PESADO,"292,298,318",20,BIKE,OPN,3103.0
300,300 - Providencia -Luz Saviñon,S/N,2,DVN,19.393268,-99.168333,E300 PROVIDENCIA -LUZ SAVIÑON,"296,301,302",19,ELECTRIC_BIKE,OPN,3103.0
301,301 - Luz Saviñón-Magdalena,S/N,16,DVN,19.393807,-99.171133,301 LUZ SAVIÑÓN-MAGDALENA,"300,302,316",8,BIKE,OPN,3103.0
302,302 - Luz Saviñon-Magdalena,S/N,18,DVN,19.393832,-99.171466,302 LUZ SAVIÑON-MAGDALENA,"301,303,304",18,BIKE,OPN,3103.0
303,303 - Montesito-Av. Insurgentes,S/N,19,NAP,19.394842,-99.173025,303 MONTESITO-AV. INSURGENTES,"301,302,304",8,"BIKE,TPV",OPN,3810.0
304,304 - Montesito-Dakota,S/N,19,NAP,19.395043,-99.173821,304 MONTESITO-DAKOTA,"290,303,305",14,BIKE,OPN,3810.0
305,305 - Avenida Del Parque-Arizona,S/N,0,1,19.394693,-99.175531,305 AVENIDA DEL PARQUE-ARIZONA,"304,306,307",34,"BIKE,TPV",OPN,3810.0
306,306 - Dakota-Filadelfia,S/N,2,NAP,19.393699,-99.175664,306 DAKOTA-FILADELFIA,"305,307,308",34,"BIKE,TPV",OPN,3810.0
307,307 - Minesota-Dakota,S/N,9,NAP,19.393701,-99.175834,307 MINESOTA-DAKOTA,"305,306,308",18,BIKE,OPN,3810.0
308,308 - Nueva York-Arizona,S/N,1,1,19.393594,-99.178072,308 NUEVA YORK-ARIZONA,"306,307,309",29,BIKE,OPN,3810.0
309,309 - Pennsylvania-Arizona,S/N,11,NAP,19.393162,-99.17956,309 PENNSYLVANIA-ARIZONA,"308,310,313",16,BIKE,OPN,3810.0
310,310 - Calle 1-Av. Patriotismo,S/N,3,1,19.395319,-99.181733,310 CALLE 1-AV. PATRIOTISMO,"309,311,312",11,BIKE,OPN,3800.0
311,311 - Calle 5-Avenida Revolución,S/N,2,1,19.393665,-99.185391,311 CALLE 5-AVENIDA REVOLUCIÓN,"310,312,328",16,BIKE,OPN,3800.0
312,312 - Avenida 2-Calle 7,S/N,1,SPP,19.392634,-99.183737,312 AVENIDA 2-CALLE 7,"310,311,328",26,"BIKE,TPV",OPN,3800.0
313,313 - Pennsylvania-Oklahoma,S/N,9,1,19.391431,-99.178989,313 PENNSYLVANIA-OKLAHOMA,"308,309,314",15,BIKE,OPN,3810.0
314,314 - Nuerva York-Louisiana,S/N,6,NAP,19.391647,-99.177331,314 NUERVA YORK-LOUISIANA,"307,313,327",15,BIKE,OPN,3810.0
315,315 - Alabama-Montana,S/N,5,NAP,19.391472,-99.1736,315 ALABAMA-MONTANA,"301,302,316",16,BIKE,OPN,3810.0
316,316 - San Francisco-Concepción Beistegui,S/N,0,DVN,19.391056,-99.1712,316 SAN FRANCISCO-CONCEPCIÓN BEISTEGUI,"301,302,315",26,BIKE,OPN,3103.0
317,317 - Avenida Coyoacán-Torres Adalid,S/N,0,DVN,19.391456,-99.166157,317 AVENIDA COYOACÁN-TORRES ADALID,"299,300,318",19,"BIKE,TPV",OPN,3103.0
318,318 - Luz Saviñón-Amores,S/N,1,DVN,19.392249,-99.164127,318 LUZ SAVIÑÓN-AMORES,"299,317,319",20,BIKE,OPN,3103.0
319,319 - Diagonal San Antonio-Luz Saviñon,S/N,6,DVN,19.391991,-99.162684,319 DIAGONAL SAN ANTONIO-LUZ SAVIÑON,"298,318,320",21,BIKE,OPN,3103.0
320,320 - Enrique Rébsamen-Luz Saviñon,S/N,9,NAR,19.391323,-99.15936,320 ENRIQUE RÉBSAMEN-LUZ SAVIÑON,"296,297,319",9,BIKE,OPN,3020.0
321,321 - Torres Adalid-Anaxágoras,S/N,7,1,19.389477,-99.157513,321 TORRES ADALID-ANAXÁGORAS,"320,322,340",16,BIKE,OPN,3020.0
322,322 - Heriberto Frías-Concepción Beistegui,S/N,9,1,19.388528,-99.160616,322 HERIBERTO FRÍAS-CONCEPCIÓN BEISTEGUI,"321,323,339",18,BIKE,OPN,3020.0
323,323 - Concepción Beistegui-Gabriel Mancera,S/N,2,DVN,19.389026,-99.163403,323 CONCEPCIÓN BEISTEGUI-GABRIEL MANCERA,"319,322,324",20,BIKE,OPN,3103.0
324,324 - Amores-Avenida Eugenia,S/N,1,DVC,19.3872468,-99.1656554,324 AMORES-AVENIDA EUGENIA,"323,336,337",17,BIKE,OPN,3100.0
325,325 - Providencia -Avenida Del Valle,S/N,7,1,19.3881779,-99.1696894,325 PROVIDENCIA -AVENIDA DEL VALLE,"316,335,336",17,BIKE,OPN,3100.0
326,326 - Eugenia-Nebraska,S/N,1,AMN,19.388978,-99.174811,326 EUGENIA-NEBRASKA,"327,334,335",35,BIKE,OPN,3840.0
327,327 - Georgia -Pennsylvania,S/N,0,NAP,19.38885,-99.17772,E327 GEORGIA -PENNSYLVANIA,"300,314,326",24,ELECTRIC_BIKE,OPN,3810.0
328,328 - Avenida 1-Calle 7,S/N,9,SPP,19.392586,-99.184742,328 AVENIDA 1-CALLE 7,"311,312,329",18,BIKE,OPN,3800.0
329,329 - Calle 13-Avenida 1,S/N,7,SPP,19.390306,-99.184812,329 CALLE 13-AVENIDA 1,"312,328,330",17,BIKE,OPN,3800.0
330,330 - Calle 15-Avenida Patriotismo,S/N,3,SPP,19.389358,-99.182606,330 CALLE 15-AVENIDA PATRIOTISMO,"329,331,332",14,BIKE,OPN,3800.0
331,331 - Avenida 2-Calle 17,S/N,6,SPP,19.388547,-99.183971,331 AVENIDA 2-CALLE 17,"329,330,332",21,BIKE,OPN,3800.0
332,332 - Sur De Calle 27-Avenida 3,S/N,1,SPP,19.385508,-99.183809,332 SUR DE CALLE 27-AVENIDA 3,"330,331,333",21,BIKE,OPN,3800.0
333,333 - Georgia -Carolina,S/N,9,NAP,19.387624,-99.180978,333 GEORGIA -CAROLINA,"330,332,349",12,BIKE,OPN,3810.0
334,334 - Nuerva York-Av. Insurgentes,S/N,8,AMN,19.386568,-99.175089,334 NUEVA YORK-AV. INSURGENTES,"326,335,346",21,BIKE,OPN,3840.0
335,335 - Magdalena-Ameyalco,S/N,0,DVC,19.387003,-99.173504,335 MAGDALENA-AMEYALCO,"326,334,346",33,BIKE,OPN,3100.0
336,336 - San Borja-Cda. Bartoloche,S/N,1,DVC,19.385531,-99.169673,336 SAN BORJA-CDA. BARTOLOCHE,"325,337,345",17,BIKE,OPN,3100.0
337,337 - San Borja-Martín Menlalde,S/N,3,DVC,19.384849,-99.16704,337 SAN BORJA-MARTÍN MENLALDE,"324,336,338",18,"BIKE,TPV",OPN,3100.0
338,338 - Nicolas San Juan-San Borja,S/N,2,DVC,19.384249,-99.163273,338 NICOLAS SAN JUAN-SAN BORJA,"324,336,337",19,BIKE,OPN,3100.0
339,339 - Enrique Rébsamen-Avenida Eugenia,S/N,4,NAR,19.386032,-99.160548,339 ENRIQUE RÉBSAMEN-AVENIDA EUGENIA,"322,340,343",17,BIKE,OPN,3020.0
340,340 - Anaxágoras-Avenida Eugenia,S/N,4,NAR,19.385571,-99.158188,340 ANAXÁGORAS-AVENIDA EUGENIA,"339,341,343",26,"BIKE,TPV",OPN,3020.0
341,341 - San Borja-Avenida Cuauhtemoc,S/N,4,NAR,19.382851,-99.158204,341 SAN BORJA-AVENIDA CUAUHTEMOC,"340,343,364",26,BIKE,OPN,3020.0
342,342 - Anaxágoras-Angel Urraza Eje 6 Sur,S/N,1,NAR,19.381076,-99.159455,342 ANAXÁGORAS-ANGEL URRAZA EJE 6 SUR,"341,344,359",34,BIKE,OPN,3020.0
343,343 - Enrique Rébsamen-División Del Norte,S/N,0,DVC,19.384099,-99.160826,343 ENRIQUE RÉBSAMEN-DIVISIÓN DEL NORTE,"338,341,344",18,BIKE,OPN,3100.0
344,344 - Heriberto Frías-Angel Urraza Eje 6 Sur,S/N,4,DVC,19.382107,-99.162243,344 HERIBERTO FRÍAS-ANGEL URRAZA EJE 6 SUR,"338,343,358",23,BIKE,OPN,3100.0
345,345 - Miraflores-Patricio Sanz,S/N,2,ISB,19.384498,-99.172223,345 MIRAFLORES-PATRICIO SANZ,"334,335,346",18,BIKE,OPN,3100.0
346,346 - San Francisco-Santa Margarita,S/N,0,ISB,19.385019,-99.174077,346 SAN FRANCISCO-SANTA MARGARITA,"334,335,345",24,BIKE,OPN,3100.0
347,347 - Pennsylvania-Maximino Avila Camacho,S/N,2,1,19.384378,-99.176097,347 PENNSYLVANIA-MAXIMINO AVILA CAMACHO,"334,346,348",25,"BIKE,TPV",OPN,3710.0
348,348 - Indiana-Avenida San Antonio,S/N,7,CDD,19.385365,-99.178216,348 INDIANA-AVENIDA SAN ANTONIO,"347,349,350",11,BIKE,OPN,3710.0
349,349 - Augusto Rodin-Avenida San Antonio,S/N,9,AMN,19.385688,-99.180857,349 AUGUSTO RODIN-AVENIDA SAN ANTONIO,"332,348,350",12,BIKE,OPN,3840.0
350,350 - Jose Clemente Orozco-Correggio,S/N,4,1,19.384062,-99.181482,350 JOSE CLEMENTE OROZCO-CORREGGIO,"349,352",26,BIKE,OPN,3710.0
351,351 - Calle 27-Avenida Revolución,S/N,12,SPP,19.385751,-99.186297,351 CALLE 27-AVENIDA REVOLUCIÓN,"332,352,364",5,BIKE,OPN,3800.0
352,352 - Tintoreto-Giorgine,S/N,4,SMN,19.384114,-99.185447,352 TINTORETO-GIORGINE,"351,364,365",26,"BIKE,TPV",OPN,3700.0
353,353 - Carolina-Holbein,S/N,1,CDD,19.382168,-99.178808,353 CAROLINA-HOLBEIN,"354,361,362",26,"BIKE,TPV",OPN,3710.0
354,354 - Boston-Av. Insurgentes,S/N,7,NBU,19.381665,-99.176685,354 BOSTON-AV. INSURGENTES,"353,361,369",16,BIKE,OPN,3720.0
355,355 - California-Sacramento,S/N,3,ISB,19.38205,-99.173291,355 CALIFORNIA-SACRAMENTO,"345,361",18,BIKE,OPN,3100.0
356,356 - Matias Romero -Adolfo Prieto,S/N,3,1,19.381292,-99.170171,356 MATIAS ROMERO -ADOLFO PRIETO,"355,357,372",13,BIKE,OPN,3100.0
357,357 - Matias Romero -Amores,S/N,6,DVC,19.380598,-99.1669248,357 MATIAS ROMERO -AMORES,"356,358,373",17,BIKE,OPN,3100.0
358,358 - Nicolas San Juan-Matias Romero,S/N,1,DVC,19.380168,-99.164222,358 NICOLAS SAN JUAN-MATIAS ROMERO ,"357,360,373",23,BIKE,OPN,3100.0
359,359 - Matias Romero -Pestallozzi,S/N,1,DVC,19.379269,-99.161169,359 MATIAS ROMERO -PESTALLOZZI,"342,360,374",30,"BIKE,TPV",OPN,3100.0
360,360 - Heriberto Frías-Matias Romero,S/N,3,DVC,19.3790279,-99.1628259,E360 HERIBERTO FRÍAS-MATIAS ROMERO,"300,358,359,391",18,ELECTRIC_BIKE,OPN,3100.0
361,361 - Porfirio Díaz-Av. Insurgentes,S/N,12,1,19.3804457,-99.1762233,361 PORFIRIO DÍAZ-AV. INSURGENTES,"354,369,370",13,BIKE,OPN,3100.0
362,362 - Augusto Rodin-Alberto Balderas,S/N,4,CDD,19.382207,-99.181043,362 AUGUSTO RODIN-ALBERTO BALDERAS,"367,368",17,BIKE,OPN,3710.0
363,363 - Holbein-Paulo Ucello,S/N,0,CDD,19.380813,-99.183851,363 HOLBEIN-PAULO UCELLO,"362,365,367",21,BIKE,OPN,3710.0
364,364 - Botichelli-Cda. De Giorgone,S/N,0,SMN,19.383063,-99.185858,364 BOTICHELLI-CDA. DE GIORGONE,"351,352,365",27,BIKE,OPN,3700.0
